STEP;TIME;CAR;LEADER;LEADER_DISTANCE;DRIVING_DISTANCE;TCP_DUMP_MSGS;SIGNAL_STRENGTH
6;0.6s;car1;No leader;No leader;Not initialised;"[b'15:19:55.581633 IP 192.168.1.1.39573 > 192.168.1.255.9090: UDP, length 97\n', b'E..}B.@.@.s/..........#..i(+CAM::192.168.1.1::{""time"": ""0.4"", ""position"": ""(1.0, -4.8, 0)"", ""speed"": ""0.0"", ""leader"": ""None""}\n', b'15:19:55.587556 IP 192.168.1.2.38199 > 192.168.1.255.9090: UDP, length 126\n', b'E....@@.@.%..........7#.....CAM::192.168.1.2::{""time"": ""0.4"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'15:19:56.049610 IP6 fe80::ff:fe00:300 > ip6-allrouters: ICMP6, router solicitation, length 16\n', b'`.....:...................................u.............\n', b'15:19:56.433072 IP 192.168.1.1.39573 > 192.168.1.255.9090: UDP, length 97\n', b'E..}B.@.@.s!..........#..i\'+CAM::192.168.1.1::{""time"": ""0.5"", ""position"": ""(1.0, -4.8, 0)"", ""speed"": ""0.0"", ""leader"": ""None""}\n', b'15:19:56.437430 IP 192.168.1.2.38199 > 192.168.1.255.9090: UDP, length 126\n', b'E.....@.@.%..........7#.....CAM::192.168.1.2::{""time"": ""0.5"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n']";-77.0@car1-wlan1
6;0.6s;car2;No leader;No leader;Not initialised;"[b'15:19:55.582381 IP 192.168.1.2.38199 > 192.168.1.255.9090: UDP, length 126\n', b'E....@@.@.%..........7#.....CAM::192.168.1.2::{""time"": ""0.4"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'15:19:55.585778 IP 192.168.1.1.39573 > 192.168.1.255.9090: UDP, length 97\n', b'E..}B.@.@.s/..........#..i(+CAM::192.168.1.1::{""time"": ""0.4"", ""position"": ""(1.0, -4.8, 0)"", ""speed"": ""0.0"", ""leader"": ""None""}\n', b'15:19:56.051143 IP6 fe80::ff:fe00:300 > ip6-allrouters: ICMP6, router solicitation, length 16\n', b'`.....:...................................u.............\n', b'15:19:56.434354 IP 192.168.1.2.38199 > 192.168.1.255.9090: UDP, length 126\n', b'E.....@.@.%..........7#.....CAM::192.168.1.2::{""time"": ""0.5"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'15:19:56.435438 IP 192.168.1.1.39573 > 192.168.1.255.9090: UDP, length 97\n', b'E..}B.@.@.s!..........#..i\'+CAM::192.168.1.1::{""time"": ""0.5"", ""position"": ""(1.0, -4.8, 0)"", ""speed"": ""0.0"", ""leader"": ""None""}\n', b'15:19:57.585517 IP6 fe80::ff:fe00:500 > ip6-allrouters: ICMP6, router solicitation, length 16\n', b'`.....:...................................q.............\n']";-77.0@car2-wlan1
7;0.7s;car1;No leader;No leader;Not initialised;"[b'15:19:57.587011 IP6 fe80::ff:fe00:500 > ip6-allrouters: ICMP6, router solicitation, length 16\n', b'`.....:...................................q.............\n', b'15:19:58.088793 IP 192.168.1.1.39573 > 192.168.1.255.9090: UDP, length 97\n', b'E..}D8@.@.q...........#..i&+CAM::192.168.1.1::{""time"": ""0.6"", ""position"": ""(1.0, -4.8, 0)"", ""speed"": ""0.0"", ""leader"": ""None""}\n', b'15:19:58.093657 IP 192.168.1.2.38199 > 192.168.1.255.9090: UDP, length 126\n', b'E....]@.@.$..........7#.....CAM::192.168.1.2::{""time"": ""0.6"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n']";-77.0@car1-wlan1
7;0.7s;car2;No leader;No leader;Not initialised;"[b'15:19:58.089767 IP 192.168.1.2.38199 > 192.168.1.255.9090: UDP, length 126\n', b'E....]@.@.$..........7#.....CAM::192.168.1.2::{""time"": ""0.6"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'15:19:58.091200 IP 192.168.1.1.39573 > 192.168.1.255.9090: UDP, length 97\n', b'E..}D8@.@.q...........#..i&+CAM::192.168.1.1::{""time"": ""0.6"", ""position"": ""(1.0, -4.8, 0)"", ""speed"": ""0.0"", ""leader"": ""None""}\n']";-77.0@car2-wlan1
8;0.8s;car1;No leader;No leader;Not initialised;"[b'15:19:59.094195 IP 192.168.1.1.39573 > 192.168.1.255.9090: UDP, length 97\n', b'E..}D.@.@.q...........#..i%+CAM::192.168.1.1::{""time"": ""0.7"", ""position"": ""(1.0, -4.8, 0)"", ""speed"": ""0.0"", ""leader"": ""None""}\n', b'15:19:59.100206 IP 192.168.1.2.38199 > 192.168.1.255.9090: UDP, length 126\n', b'E....!@.@.#..........7#.....CAM::192.168.1.2::{""time"": ""0.7"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n']";-77.0@car1-wlan1
8;0.8s;car2;No leader;No leader;Not initialised;"[b'15:19:59.094978 IP 192.168.1.2.38199 > 192.168.1.255.9090: UDP, length 126\n', b'E....!@.@.#..........7#.....CAM::192.168.1.2::{""time"": ""0.7"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'15:19:59.098672 IP 192.168.1.1.39573 > 192.168.1.255.9090: UDP, length 97\n', b'E..}D.@.@.q...........#..i%+CAM::192.168.1.1::{""time"": ""0.7"", ""position"": ""(1.0, -4.8, 0)"", ""speed"": ""0.0"", ""leader"": ""None""}\n']";-77.0@car2-wlan1
9;0.9s;car1;No leader;No leader;Not initialised;[];-77.0@car1-wlan1
9;0.9s;car2;No leader;No leader;Not initialised;[];-77.0@car2-wlan1
10;1.0s;car1;No leader;No leader;Not initialised;"[b'15:19:59.796140 IP 192.168.1.1.39573 > 192.168.1.255.9090: UDP, length 97\n', b'E..}E3@.@.p...........#..i$+CAM::192.168.1.1::{""time"": ""0.8"", ""position"": ""(1.0, -4.8, 0)"", ""speed"": ""0.0"", ""leader"": ""None""}\n', b'15:19:59.801408 IP 192.168.1.2.38199 > 192.168.1.255.9090: UDP, length 126\n', b'E.....@.@.#U.........7#.....CAM::192.168.1.2::{""time"": ""0.8"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'15:20:00.445813 IP 192.168.1.1.39573 > 192.168.1.255.9090: UDP, length 97\n', b'E..}EH@.@.p...........#..i#+CAM::192.168.1.1::{""time"": ""0.9"", ""position"": ""(1.0, -4.8, 0)"", ""speed"": ""0.0"", ""leader"": ""None""}\n', b'15:20:00.450442 IP 192.168.1.2.38199 > 192.168.1.255.9090: UDP, length 126\n', b'E.....@.@.#F.........7#.....CAM::192.168.1.2::{""time"": ""0.9"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n']";-77.0@car1-wlan1
10;1.0s;car2;No leader;No leader;Not initialised;"[b'15:19:59.797982 IP 192.168.1.2.38199 > 192.168.1.255.9090: UDP, length 126\n', b'E.....@.@.#U.........7#.....CAM::192.168.1.2::{""time"": ""0.8"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'15:19:59.798784 IP 192.168.1.1.39573 > 192.168.1.255.9090: UDP, length 97\n', b'E..}E3@.@.p...........#..i$+CAM::192.168.1.1::{""time"": ""0.8"", ""position"": ""(1.0, -4.8, 0)"", ""speed"": ""0.0"", ""leader"": ""None""}\n', b'15:20:00.446633 IP 192.168.1.2.38199 > 192.168.1.255.9090: UDP, length 126\n', b'E.....@.@.#F.........7#.....CAM::192.168.1.2::{""time"": ""0.9"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'15:20:00.450329 IP 192.168.1.1.39573 > 192.168.1.255.9090: UDP, length 97\n', b'E..}EH@.@.p...........#..i#+CAM::192.168.1.1::{""time"": ""0.9"", ""position"": ""(1.0, -4.8, 0)"", ""speed"": ""0.0"", ""leader"": ""None""}\n']";-77.0@car2-wlan1
11;1.1s;car1;No leader;No leader;Not initialised;[];-77.0@car1-wlan1
11;1.1s;car2;No leader;No leader;Not initialised;[];-77.0@car2-wlan1
12;1.2s;car1;No leader;No leader;0.026000000000000023;"[b'15:20:00.815874 IP6 :: > ff02::16: HBH ICMP6, multicast listener report v2, 2 group record(s), length 48\n', b'`....8..................................:.........mo............................................\n', b'15:20:01.051878 IP 192.168.1.1.39573 > 192.168.1.255.9090: UDP, length 97\n', b'E..}Eg@.@.p...........#..i++CAM::192.168.1.1::{""time"": ""1.0"", ""position"": ""(1.0, -4.8, 0)"", ""speed"": ""0.0"", ""leader"": ""None""}\n', b'15:20:01.058640 IP 192.168.1.2.38199 > 192.168.1.255.9090: UDP, length 126\n', b'E.....@.@.#..........7#.....CAM::192.168.1.2::{""time"": ""1.0"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'15:20:01.332229 IP6 :: > ff02::1:ff00:1: ICMP6, neighbor solicitation, who has 2001::1, length 32\n', b'`.... :....................................5.... ..................s.G-.\n', b'15:20:01.492431 IP6 :: > ff02::16: HBH ICMP6, multicast listener report v2, 2 group record(s), length 48\n', b'`....8..................................:.........mo............................................\n', b'15:20:01.619886 IP6 :: > ff02::1:ff00:0: ICMP6, neighbor solicitation, who has fe80::ff:fe00:0, length 32\n', b'`.... :...................................1..........................Vmx\n', b'15:20:01.652536 IP 192.168.1.1.39573 > 192.168.1.255.9090: UDP, length 97\n', b'E..}E.@.@.pz..........#..i*+CAM::192.168.1.1::{""time"": ""1.1"", ""position"": ""(1.0, -4.8, 0)"", ""speed"": ""0.0"", ""leader"": ""None""}\n', b'15:20:01.656792 IP 192.168.1.2.38199 > 192.168.1.255.9090: UDP, length 126\n', b'E....r@.@.""..........7#.....CAM::192.168.1.2::{""time"": ""1.1"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n']";-77.0@car1-wlan1
12;1.2s;car2;No leader;No leader;Not initialised;"[b'15:20:00.815892 IP6 :: > ff02::16: HBH ICMP6, multicast listener report v2, 2 group record(s), length 48\n', b'`....8..................................:.........mo............................................\n', b'15:20:01.052619 IP 192.168.1.2.38199 > 192.168.1.255.9090: UDP, length 126\n', b'E.....@.@.#..........7#.....CAM::192.168.1.2::{""time"": ""1.0"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'15:20:01.056963 IP 192.168.1.1.39573 > 192.168.1.255.9090: UDP, length 97\n', b'E..}Eg@.@.p...........#..i++CAM::192.168.1.1::{""time"": ""1.0"", ""position"": ""(1.0, -4.8, 0)"", ""speed"": ""0.0"", ""leader"": ""None""}\n', b'15:20:01.332258 IP6 :: > ff02::1:ff00:1: ICMP6, neighbor solicitation, who has 2001::1, length 32\n', b'`.... :....................................5.... ..................s.G-.\n', b'15:20:01.492451 IP6 :: > ff02::16: HBH ICMP6, multicast listener report v2, 2 group record(s), length 48\n', b'`....8..................................:.........mo............................................\n', b'15:20:01.619901 IP6 :: > ff02::1:ff00:0: ICMP6, neighbor solicitation, who has fe80::ff:fe00:0, length 32\n', b'`.... :...................................1..........................Vmx\n', b'15:20:01.653205 IP 192.168.1.2.38199 > 192.168.1.255.9090: UDP, length 126\n', b'E....r@.@.""..........7#.....CAM::192.168.1.2::{""time"": ""1.1"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'15:20:01.655294 IP 192.168.1.1.39573 > 192.168.1.255.9090: UDP, length 97\n', b'E..}E.@.@.pz..........#..i*+CAM::192.168.1.1::{""time"": ""1.1"", ""position"": ""(1.0, -4.8, 0)"", ""speed"": ""0.0"", ""leader"": ""None""}\n']";-77.0@car2-wlan1
13;1.3s;car1;No leader;No leader;0.07800000000000007;[];-77.0@car1-wlan1
13;1.3s;car2;No leader;No leader;Not initialised;[];-77.0@car2-wlan1
14;1.4s;car1;No leader;No leader;0.15600000000000014;"[b'15:20:02.203167 IP 192.168.1.1.39573 > 192.168.1.255.9090: UDP, length 100\n', b'E...E.@.@.p9..........#..l..CAM::192.168.1.1::{""time"": ""1.2"", ""position"": ""(1.026, -4.8, 0)"", ""speed"": ""0.26"", ""leader"": ""None""}\n', b'15:20:02.208959 IP 192.168.1.2.38199 > 192.168.1.255.9090: UDP, length 126\n', b'E.....@.@.""K.........7#.....CAM::192.168.1.2::{""time"": ""1.2"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'15:20:02.646192 IP6 fe80::ff:fe00:0 > ff02::16: HBH ICMP6, multicast listener report v2, 2 group record(s), length 48\n', b'`....8..................................:.........o.............................................\n', b'15:20:02.649653 IP6 fe80::ff:fe00:0 > ip6-allrouters: ICMP6, router solicitation, length 16\n', b'`.....:...................................{.............\n', b'15:20:02.654899 IP 192.168.1.1.39573 > 192.168.1.255.9090: UDP, length 100\n', b'E...F.@.@.p...........#..l..CAM::192.168.1.1::{""time"": ""1.3"", ""position"": ""(1.078, -4.8, 0)"", ""speed"": ""0.52"", ""leader"": ""None""}\n', b'15:20:02.659559 IP 192.168.1.2.38199 > 192.168.1.255.9090: UDP, length 126\n', b'E....\n', b'@.@.!..........7#.....CAM::192.168.1.2::{""time"": ""1.3"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n']";-77.0@car1-wlan1
14;1.4s;car2;No leader;No leader;Not initialised;"[b'15:20:02.203820 IP 192.168.1.2.38199 > 192.168.1.255.9090: UDP, length 126\n', b'E.....@.@.""K.........7#.....CAM::192.168.1.2::{""time"": ""1.2"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'15:20:02.207129 IP 192.168.1.1.39573 > 192.168.1.255.9090: UDP, length 100\n', b'E...E.@.@.p9..........#..l..CAM::192.168.1.1::{""time"": ""1.2"", ""position"": ""(1.026, -4.8, 0)"", ""speed"": ""0.26"", ""leader"": ""None""}\n', b'15:20:02.646207 IP6 fe80::ff:fe00:0 > ff02::16: HBH ICMP6, multicast listener report v2, 2 group record(s), length 48\n', b'`....8..................................:.........o.............................................\n', b'15:20:02.649692 IP6 fe80::ff:fe00:0 > ip6-allrouters: ICMP6, router solicitation, length 16\n', b'`.....:...................................{.............\n', b'15:20:02.656108 IP 192.168.1.2.38199 > 192.168.1.255.9090: UDP, length 126\n', b'E....\n', b'@.@.!..........7#.....CAM::192.168.1.2::{""time"": ""1.3"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'15:20:02.657341 IP 192.168.1.1.39573 > 192.168.1.255.9090: UDP, length 100\n', b'E...F.@.@.p...........#..l..CAM::192.168.1.1::{""time"": ""1.3"", ""position"": ""(1.078, -4.8, 0)"", ""speed"": ""0.52"", ""leader"": ""None""}\n']";-77.0@car2-wlan1
15;1.5s;car1;No leader;No leader;0.26000000000000023;[];-77.0@car1-wlan1
15;1.5s;car2;No leader;No leader;Not initialised;[];-77.0@car2-wlan1
16;1.6s;car1;No leader;No leader;0.3900000000000001;"[b'15:20:03.206127 IP 192.168.1.1.39573 > 192.168.1.255.9090: UDP, length 113\n', b'E...F.@.@.o...........#..yE.CAM::192.168.1.1::{""time"": ""1.4"", ""position"": ""(1.1560000000000001, -4.8, 0)"", ""speed"": ""0.78"", ""leader"": ""None""}\n', b'15:20:03.215717 IP 192.168.1.2.38199 > 192.168.1.255.9090: UDP, length 126\n', b'E....y@.@.!..........7#.....CAM::192.168.1.2::{""time"": ""1.4"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'15:20:03.482996 IP6 fe80::200:ff:fe11:1.mdns > ff02::fb.mdns: 0 [2q] PTR (QM)? _ipps._tcp.local. PTR (QM)? _ipp._tcp.local. (45)\n', b'`\t...5.......................................5..............._ipps._tcp.local......_ipp......\n', b'15:20:03.508612 IP6 fe80::ff:fe00:0 > ff02::16: HBH ICMP6, multicast listener report v2, 2 group record(s), length 48\n', b'`....8..................................:.........o.............................................\n', b'15:20:03.707203 IP 192.168.1.1.39573 > 192.168.1.255.9090: UDP, length 113\n', b'E...Fb@.@.o...........#..yM.CAM::192.168.1.1::{""time"": ""1.5"", ""position"": ""(1.2600000000000002, -4.8, 0)"", ""speed"": ""1.04"", ""leader"": ""None""}\n', b'15:20:03.712513 IP 192.168.1.2.38199 > 192.168.1.255.9090: UDP, length 126\n', b'E.....@.@.!y.........7#.....CAM::192.168.1.2::{""time"": ""1.5"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'15:20:03.729501 IP6 fe80::ff:fe00:300 > ip6-allrouters: ICMP6, router solicitation, length 16\n', b'`.....:...................................u.............\n']";-77.0@car1-wlan1
16;1.6s;car2;No leader;No leader;Not initialised;"[b'15:20:03.206906 IP 192.168.1.2.38199 > 192.168.1.255.9090: UDP, length 126\n', b'E....y@.@.!..........7#.....CAM::192.168.1.2::{""time"": ""1.4"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'15:20:03.213974 IP 192.168.1.1.39573 > 192.168.1.255.9090: UDP, length 113\n', b'E...F.@.@.o...........#..yE.CAM::192.168.1.1::{""time"": ""1.4"", ""position"": ""(1.1560000000000001, -4.8, 0)"", ""speed"": ""0.78"", ""leader"": ""None""}\n', b'15:20:03.483011 IP6 fe80::200:ff:fe11:1.mdns > ff02::fb.mdns: 0 [2q] PTR (QM)? _ipps._tcp.local. PTR (QM)? _ipp._tcp.local. (45)\n', b'`\t...5.......................................5..............._ipps._tcp.local......_ipp......\n', b'15:20:03.508634 IP6 fe80::ff:fe00:0 > ff02::16: HBH ICMP6, multicast listener report v2, 2 group record(s), length 48\n', b'`....8..................................:.........o.............................................\n', b'15:20:03.708132 IP 192.168.1.2.38199 > 192.168.1.255.9090: UDP, length 126\n', b'E.....@.@.!y.........7#.....CAM::192.168.1.2::{""time"": ""1.5"", ""position"": ""(-1073741824.0, -1073741824.0, 0)"", ""speed"": ""-1073741824.0"", ""leader"": ""None""}\n', b'15:20:03.711199 IP 192.168.1.1.39573 > 192.168.1.255.9090: UDP, length 113\n', b'E...Fb@.@.o...........#..yM.CAM::192.168.1.1::{""time"": ""1.5"", ""position"": ""(1.2600000000000002, -4.8, 0)"", ""speed"": ""1.04"", ""leader"": ""None""}\n']";-77.0@car2-wlan1
